transacao_id,id_incremental,produto,quantidade,preco_unitario,valor_total,metodo_pagamento,localidade,data_transacao
TXN_3602272,3602272,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-02-15
TXN_4913329,4913329,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-10-30
TXN_8830809,8830809,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-07-31
TXN_9662632,9662632,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-08-10
TXN_2112848,2112848,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-10-16
TXN_6923480,6923480,Coffee,3,2.0,6.0,Cash,Takeaway,2023-10-27
TXN_8875195,8875195,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-08-21
TXN_9928552,9928552,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-06-13
TXN_3456748,3456748,Juice,2,3.0,6.0,Cash,In-Store,2023-01-30
TXN_6218380,6218380,Cookie,4,1.0,4.0,Cash,In-Store,2023-02-07
TXN_3839691,3839691,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-02-13
TXN_2559020,2559020,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-20
TXN_8607376,8607376,Coffee,5,2.0,10.0,Cash,In-Store,2023-06-13
TXN_5858713,5858713,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-03-05
TXN_3312690,3312690,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-03-01
TXN_8687088,8687088,Cookie,2,1.0,2.0,Credit Card,In-Store,2023-05-11
TXN_5139074,5139074,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-16
TXN_5301926,5301926,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-13
TXN_3454881,3454881,Salad,1,5.0,5.0,Cash,In-Store,2023-11-29
TXN_2904046,2904046,Smoothie,1,4.0,4.0,Credit Card,In-Store,2023-12-11
TXN_6540200,6540200,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-10-23
TXN_9188774,9188774,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-04-14
TXN_7493800,7493800,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-08-16
TXN_8413251,8413251,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-08-18
TXN_1444932,1444932,Smoothie,1,4.0,4.0,Cash,In-Store,2023-05-24
TXN_5065748,5065748,Cake,5,3.0,15.0,Credit Card,In-Store,2023-07-19
TXN_8014645,8014645,Cake,2,3.0,6.0,Cash,Takeaway,2023-07-06
TXN_1698600,1698600,Salad,4,5.0,20.0,Cash,Takeaway,2023-07-31
TXN_3463568,3463568,Salad,2,5.0,10.0,Digital Wallet,In-Store,2023-04-12
TXN_9968926,9968926,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-03-15
TXN_1935119,1935119,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-07-15
TXN_6784478,6784478,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-12-21
TXN_3866162,3866162,Cake,5,3.0,15.0,Cash,Takeaway,2023-06-08
TXN_4650834,4650834,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-07-14
TXN_1192970,1192970,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-06-17
TXN_7645464,7645464,Tea,5,1.5,7.5,Cash,Takeaway,2023-08-17
TXN_9495855,9495855,Juice,2,3.0,6.0,Cash,In-Store,2023-04-18
TXN_6687699,6687699,Salad,4,5.0,20.0,Cash,In-Store,2023-09-11
TXN_6433362,6433362,Cookie,2,1.0,2.0,Cash,In-Store,2023-12-07
TXN_4991594,4991594,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-12-08
TXN_4463677,4463677,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-02-27
TXN_5297746,5297746,Coffee,3,2.0,6.0,Credit Card,In-Store,2023-07-11
TXN_8145813,8145813,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-02-10
TXN_3801485,3801485,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-11-10
TXN_2312908,2312908,Coffee,3,2.0,6.0,Cash,In-Store,2023-02-07
TXN_3620213,3620213,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-09-09
TXN_9579691,9579691,Cookie,5,1.0,5.0,Credit Card,In-Store,2023-01-16
TXN_3462602,3462602,Cake,3,3.0,9.0,Credit Card,In-Store,2023-08-27
TXN_9152120,9152120,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-03-28
TXN_7511351,7511351,Tea,4,1.5,6.0,Cash,Takeaway,2023-10-07
TXN_1020478,1020478,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-03-09
TXN_4975029,4975029,Smoothie,4,4.0,16.0,Cash,In-Store,2023-04-23
TXN_8640673,8640673,Juice,2,3.0,6.0,Cash,In-Store,2023-09-11
TXN_7857126,7857126,Cookie,4,1.0,4.0,Cash,Takeaway,2023-08-21
TXN_3635628,3635628,Sandwich,3,4.0,12.0,Digital Wallet,In-Store,2023-10-28
TXN_9454387,9454387,Salad,2,5.0,10.0,Cash,Takeaway,2023-01-02
TXN_9660362,9660362,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-08-16
TXN_6332405,6332405,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-12-03
TXN_8860052,8860052,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-07-18
TXN_6732833,6732833,Salad,1,5.0,5.0,Digital Wallet,In-Store,2023-07-21
TXN_6232398,6232398,Juice,2,3.0,6.0,Cash,In-Store,2023-07-05
TXN_7670296,7670296,Juice,2,3.0,6.0,Cash,Takeaway,2023-01-25
TXN_6658070,6658070,Juice,2,3.0,6.0,Cash,Takeaway,2023-11-03
TXN_4228838,4228838,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-09-22
TXN_1272118,1272118,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-04-21
TXN_4060215,4060215,Salad,3,5.0,15.0,Credit Card,In-Store,2023-01-12
TXN_2569119,2569119,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-08-04
TXN_7992512,7992512,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-07-17
TXN_2417271,2417271,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-02-01
TXN_9425096,9425096,Smoothie,5,4.0,20.0,Credit Card,In-Store,2023-06-12
TXN_6236737,6236737,Juice,5,3.0,15.0,Cash,In-Store,2023-03-19
TXN_9691364,9691364,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-03-02
TXN_5132482,5132482,Juice,2,3.0,6.0,Digital Wallet,In-Store,2023-12-21
TXN_9969836,9969836,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-04-06
TXN_7938279,7938279,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-17
TXN_6398450,6398450,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-11-19
TXN_8384428,8384428,Cookie,1,1.0,1.0,Digital Wallet,In-Store,2023-08-11
TXN_6541329,6541329,Cookie,2,1.0,2.0,Cash,Takeaway,2023-09-28
TXN_7667139,7667139,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-12-05
TXN_1396019,1396019,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-03
TXN_4811225,4811225,Tea,5,1.5,7.5,Cash,Takeaway,2023-11-01
TXN_4564220,4564220,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-05-09
TXN_5414186,5414186,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-04-24
TXN_1740742,1740742,Tea,4,1.5,6.0,Digital Wallet,In-Store,2023-10-06
TXN_1236759,1236759,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-01-26
TXN_4755860,4755860,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-10-28
TXN_1755817,1755817,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-07-17
TXN_6714749,6714749,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-08-02
TXN_6013024,6013024,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-09-06
TXN_8065852,8065852,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-07-17
TXN_3695238,3695238,Salad,5,5.0,25.0,Cash,Takeaway,2023-04-20
TXN_1349640,1349640,Juice,2,3.0,6.0,Credit Card,In-Store,2023-06-17
TXN_9660030,9660030,Cake,5,3.0,15.0,Credit Card,In-Store,2023-11-24
TXN_9649503,9649503,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-01-02
TXN_6618160,6618160,Tea,5,1.5,7.5,Cash,Takeaway,2023-03-13
TXN_4590013,4590013,Tea,5,1.5,7.5,Cash,Takeaway,2023-04-19
TXN_2457961,2457961,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-06-08
TXN_2208949,2208949,Cake,4,3.0,12.0,Cash,Takeaway,2023-08-05
TXN_6806968,6806968,Cookie,4,1.0,4.0,Cash,Takeaway,2023-07-03
TXN_4252608,4252608,Juice,3,3.0,9.0,Credit Card,In-Store,2023-08-23
TXN_1917336,1917336,Sandwich,3,4.0,12.0,Cash,In-Store,2023-04-12
TXN_6476719,6476719,Juice,5,3.0,15.0,Cash,Takeaway,2023-06-04
TXN_7153455,7153455,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-07-02
TXN_7383137,7383137,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-12-02
TXN_2441029,2441029,Cake,5,3.0,15.0,Cash,In-Store,2023-05-18
TXN_4801947,4801947,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-01-01
TXN_2547156,2547156,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-08-18
TXN_8621278,8621278,Salad,2,5.0,10.0,Cash,Takeaway,2023-02-01
TXN_2616353,2616353,Smoothie,3,4.0,12.0,Cash,Takeaway,2023-06-24
TXN_3608237,3608237,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-11-26
TXN_2423167,2423167,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-06-29
TXN_3910293,3910293,Cake,4,3.0,12.0,Cash,In-Store,2023-01-30
TXN_4568379,4568379,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-05-28
TXN_3880494,3880494,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-12-17
TXN_9320353,9320353,Salad,5,5.0,25.0,Cash,In-Store,2023-01-10
TXN_8837015,8837015,Juice,3,3.0,9.0,Credit Card,In-Store,2023-06-11
TXN_2667131,2667131,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-10-10
TXN_5536056,5536056,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-12-22
TXN_9020641,9020641,Cake,4,3.0,12.0,Credit Card,In-Store,2023-06-27
TXN_9705971,9705971,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-09-02
TXN_4809626,4809626,Coffee,5,2.0,10.0,Cash,Takeaway,2023-02-18
TXN_5171248,5171248,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-06-14
TXN_8552898,8552898,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-11-06
TXN_4787754,4787754,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-31
TXN_6021363,6021363,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-01-11
TXN_2477650,2477650,Cookie,1,1.0,1.0,Cash,Takeaway,2023-10-24
TXN_4987376,4987376,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-08-20
TXN_7362526,7362526,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-09-16
TXN_6324687,6324687,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-03
TXN_4757873,4757873,Tea,1,1.5,1.5,Credit Card,In-Store,2023-09-12
TXN_6283718,6283718,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-07-20
TXN_3048882,3048882,Juice,2,3.0,6.0,Cash,Takeaway,2023-12-30
TXN_5922981,5922981,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-11-10
TXN_4108567,4108567,Coffee,2,2.0,4.0,Cash,Takeaway,2023-08-14
TXN_9246986,9246986,Tea,4,1.5,6.0,Cash,Takeaway,2023-09-08
TXN_5832513,5832513,Juice,4,3.0,12.0,Cash,In-Store,2023-11-02
TXN_6053755,6053755,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-01-18
TXN_6361593,6361593,Sandwich,4,4.0,16.0,Digital Wallet,Takeaway,2023-08-29
TXN_2729959,2729959,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-02-01
TXN_2134763,2134763,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-03-28
TXN_1633607,1633607,Juice,1,3.0,3.0,Cash,Takeaway,2023-03-13
TXN_5845583,5845583,Tea,4,1.5,6.0,Cash,In-Store,2023-10-19
TXN_6692318,6692318,Tea,2,1.5,3.0,Cash,In-Store,2023-08-20
TXN_9571019,9571019,Coffee,2,2.0,4.0,Cash,In-Store,2023-06-22
TXN_6451595,6451595,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-03-26
TXN_4797429,4797429,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-11-07
TXN_6925284,6925284,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-01-21
TXN_2925996,2925996,Cake,3,3.0,9.0,Cash,Takeaway,2023-04-11
TXN_5750248,5750248,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-07-20
TXN_7416196,7416196,Smoothie,2,4.0,8.0,Cash,In-Store,2023-10-20
TXN_6438980,6438980,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-11-10
TXN_2424839,2424839,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-09-28
TXN_1982031,1982031,Cookie,4,1.0,4.0,Cash,Takeaway,2023-02-03
TXN_3060286,3060286,Tea,2,1.5,3.0,Cash,Takeaway,2023-08-10
TXN_2764625,2764625,Tea,1,1.5,1.5,Cash,In-Store,2023-12-03
TXN_6086123,6086123,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-11-17
TXN_4389662,4389662,Smoothie,1,4.0,4.0,Cash,Takeaway,2023-08-09
TXN_9389300,9389300,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-01-14
TXN_2147448,2147448,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-11-27
TXN_9857832,9857832,Tea,3,1.5,4.5,Cash,In-Store,2023-03-31
TXN_1292430,1292430,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-09
TXN_2470530,2470530,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-03-21
TXN_1434598,1434598,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-11-18
TXN_4375708,4375708,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-08-01
TXN_9775984,9775984,Juice,2,3.0,6.0,Credit Card,In-Store,2023-10-09
TXN_1625754,1625754,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-08-03
TXN_9567915,9567915,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-06-30
TXN_4062634,4062634,Salad,2,5.0,10.0,Credit Card,In-Store,2023-04-05
TXN_6624397,6624397,Juice,4,3.0,12.0,Cash,Takeaway,2023-04-30
TXN_2404800,2404800,Sandwich,5,4.0,20.0,Cash,In-Store,2023-01-28
TXN_4501915,4501915,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-12-04
TXN_4247105,4247105,Coffee,5,2.0,10.0,Cash,In-Store,2023-04-14
TXN_8732935,8732935,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-08-06
TXN_3270584,3270584,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-01-10
TXN_7412012,7412012,Coffee,1,2.0,2.0,Cash,In-Store,2023-08-02
TXN_1927324,1927324,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-08-29
TXN_7371782,7371782,Tea,3,1.5,4.5,Cash,In-Store,2023-02-26
TXN_7631505,7631505,Sandwich,4,4.0,16.0,Cash,In-Store,2023-07-08
TXN_2593909,2593909,Juice,2,3.0,6.0,Cash,In-Store,2023-02-25
TXN_3745153,3745153,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-06-30
TXN_8153957,8153957,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-10-12
TXN_6874195,6874195,Juice,3,3.0,9.0,Cash,Takeaway,2023-04-22
TXN_5172383,5172383,Juice,3,3.0,9.0,Cash,In-Store,2023-03-28
TXN_9288999,9288999,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-05-01
TXN_2244418,2244418,Salad,5,5.0,25.0,Cash,Takeaway,2023-10-15
TXN_3888864,3888864,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-10-13
TXN_4356114,4356114,Juice,2,3.0,6.0,Cash,Takeaway,2023-05-05
TXN_2097023,2097023,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-11-10
TXN_3529354,3529354,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-09-06
TXN_7251037,7251037,Salad,3,5.0,15.0,Credit Card,In-Store,2023-08-17
TXN_9891576,9891576,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-28
TXN_9830755,9830755,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-06-24
TXN_8809659,8809659,Juice,2,3.0,6.0,Cash,Takeaway,2023-01-16
TXN_7554731,7554731,Cake,1,3.0,3.0,Credit Card,In-Store,2023-02-02
TXN_8652021,8652021,Cake,1,3.0,3.0,Credit Card,In-Store,2023-09-23
TXN_7797507,7797507,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-06-06
TXN_5209346,5209346,Smoothie,3,4.0,12.0,Credit Card,In-Store,2023-02-22
TXN_6571385,6571385,Tea,4,1.5,6.0,Cash,Takeaway,2023-01-06
TXN_6430534,6430534,Tea,5,1.5,7.5,Cash,Takeaway,2023-01-29
TXN_9693344,9693344,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-01-15
TXN_9801552,9801552,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-04-20
TXN_8082317,8082317,Juice,3,3.0,9.0,Cash,Takeaway,2023-08-18
TXN_1569729,1569729,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-07-16
TXN_8991609,8991609,Salad,4,5.0,20.0,Digital Wallet,In-Store,2023-06-19
TXN_5000665,5000665,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-11-28
TXN_7153321,7153321,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-12-19
TXN_7328705,7328705,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-09-09
TXN_8970187,8970187,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-03-13
TXN_6904952,6904952,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-04-04
TXN_9824238,9824238,Tea,5,1.5,7.5,Cash,In-Store,2023-07-14
TXN_4440412,4440412,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-04-15
TXN_6068074,6068074,Smoothie,2,4.0,8.0,Cash,In-Store,2023-06-01
TXN_1701798,1701798,Coffee,2,2.0,4.0,Cash,Takeaway,2023-07-24
TXN_4807899,4807899,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-07-03
TXN_2102950,2102950,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-07
TXN_2210019,2210019,Sandwich,3,4.0,12.0,Cash,In-Store,2023-12-05
TXN_4059695,4059695,Salad,3,5.0,15.0,Cash,Takeaway,2023-12-30
TXN_3877643,3877643,Juice,4,3.0,12.0,Cash,In-Store,2023-11-15
TXN_3755657,3755657,Smoothie,2,4.0,8.0,Digital Wallet,In-Store,2023-03-24
TXN_5279293,5279293,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-11-11
TXN_3488082,3488082,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-04-12
TXN_3342106,3342106,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-01-14
TXN_1967032,1967032,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-01-12
TXN_3543930,3543930,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-10-10
TXN_5747509,5747509,Cookie,2,1.0,2.0,Cash,In-Store,2023-10-30
TXN_9012517,9012517,Coffee,2,2.0,4.0,Credit Card,In-Store,2023-10-21
TXN_5303092,5303092,Tea,2,1.5,3.0,Credit Card,In-Store,2023-05-05
TXN_3865641,3865641,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-09-15
TXN_6568307,6568307,Coffee,1,2.0,2.0,Cash,In-Store,2023-07-16
TXN_8281347,8281347,Juice,4,3.0,12.0,Credit Card,In-Store,2023-08-11
TXN_8353202,8353202,Sandwich,4,4.0,16.0,Digital Wallet,In-Store,2023-06-14
TXN_7377398,7377398,Juice,2,3.0,6.0,Cash,Takeaway,2023-02-26
TXN_6915068,6915068,Juice,2,3.0,6.0,Cash,In-Store,2023-11-26
TXN_1983422,1983422,Cookie,2,1.0,2.0,Digital Wallet,In-Store,2023-06-26
TXN_5572520,5572520,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-05-14
TXN_1970180,1970180,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-02
TXN_5415223,5415223,Tea,2,1.5,3.0,Cash,In-Store,2023-09-02
TXN_4777601,4777601,Tea,1,1.5,1.5,Credit Card,In-Store,2023-08-18
TXN_7497122,7497122,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-03-23
TXN_1256513,1256513,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-02-21
TXN_9432758,9432758,Cookie,3,1.0,3.0,Cash,Takeaway,2023-10-02
TXN_7174856,7174856,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-05-03
TXN_7325508,7325508,Salad,4,5.0,20.0,Credit Card,Takeaway,2023-05-27
TXN_8469087,8469087,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-11-06
TXN_8783484,8783484,Smoothie,1,4.0,4.0,Cash,In-Store,2023-11-20
TXN_9599703,9599703,Cake,2,3.0,6.0,Digital Wallet,In-Store,2023-09-25
TXN_5445994,5445994,Juice,1,3.0,3.0,Credit Card,In-Store,2023-06-11
TXN_5468153,5468153,Smoothie,5,4.0,20.0,Digital Wallet,In-Store,2023-12-15
TXN_9363711,9363711,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-11-23
TXN_6845073,6845073,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-04-05
TXN_1691313,1691313,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-03-17
TXN_5425668,5425668,Cookie,5,1.0,5.0,Cash,Takeaway,2023-04-09
TXN_2101934,2101934,Smoothie,4,4.0,16.0,Cash,In-Store,2023-11-27
TXN_9205425,9205425,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-09-16
TXN_9306482,9306482,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-01-16
TXN_4734366,4734366,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-08-20
TXN_4130343,4130343,Coffee,4,2.0,8.0,Credit Card,In-Store,2023-12-08
TXN_6090715,6090715,Juice,3,3.0,9.0,Credit Card,In-Store,2023-11-14
TXN_7155957,7155957,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-02-22
TXN_4350828,4350828,Juice,2,3.0,6.0,Digital Wallet,In-Store,2023-02-16
TXN_4970127,4970127,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-12-09
TXN_9567719,9567719,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-01-24
TXN_1084010,1084010,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-08-11
TXN_4742049,4742049,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-09-10
TXN_6769554,6769554,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-02-06
TXN_2614633,2614633,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-04-23
TXN_3399636,3399636,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-08-07
TXN_8587529,8587529,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-07-09
TXN_6945985,6945985,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-02-13
TXN_4117627,4117627,Cake,3,3.0,9.0,Credit Card,In-Store,2023-06-22
TXN_9061106,9061106,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-11-04
TXN_2381411,2381411,Coffee,5,2.0,10.0,Cash,In-Store,2023-07-30
TXN_9178545,9178545,Juice,4,3.0,12.0,Cash,In-Store,2023-01-24
TXN_8535886,8535886,Tea,5,1.5,7.5,Credit Card,In-Store,2023-05-13
TXN_6926855,6926855,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-01-12
TXN_9869593,9869593,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-10-03
TXN_5332773,5332773,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-05-04
TXN_7508715,7508715,Smoothie,2,4.0,8.0,Cash,In-Store,2023-12-11
TXN_9728789,9728789,Cookie,3,1.0,3.0,Cash,In-Store,2023-03-29
TXN_8061866,8061866,Salad,4,5.0,20.0,Cash,Takeaway,2023-12-13
TXN_8627017,8627017,Tea,4,1.5,6.0,Cash,In-Store,2023-01-28
TXN_4096757,4096757,Salad,5,5.0,25.0,Credit Card,In-Store,2023-07-20
TXN_2890321,2890321,Tea,3,1.5,4.5,Cash,In-Store,2023-06-13
TXN_2515796,2515796,Tea,3,1.5,4.5,Credit Card,Takeaway,2023-02-06
TXN_2369294,2369294,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-09-07
TXN_9444736,9444736,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-23
TXN_1993675,1993675,Cookie,3,1.0,3.0,Cash,Takeaway,2023-01-09
TXN_7754136,7754136,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-07-12
TXN_4873173,4873173,Coffee,5,2.0,10.0,Cash,Takeaway,2023-10-08
TXN_7221126,7221126,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-10-11
TXN_5079166,5079166,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-04-15
TXN_6419344,6419344,Juice,1,3.0,3.0,Cash,In-Store,2023-05-26
TXN_3669068,3669068,Cake,5,3.0,15.0,Cash,Takeaway,2023-01-17
TXN_9737509,9737509,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-11-27
TXN_8749404,8749404,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-12-16
TXN_6411385,6411385,Salad,4,5.0,20.0,Cash,Takeaway,2023-06-06
TXN_4768744,4768744,Tea,5,1.5,7.5,Cash,In-Store,2023-05-14
TXN_5260646,5260646,Tea,4,1.5,6.0,Cash,Takeaway,2023-11-18
TXN_2393219,2393219,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-12-27
TXN_4544172,4544172,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-05-20
TXN_8661276,8661276,Cookie,1,1.0,1.0,Digital Wallet,In-Store,2023-01-07
TXN_5974796,5974796,Sandwich,4,4.0,16.0,Cash,In-Store,2023-11-09
TXN_5452978,5452978,Salad,2,5.0,10.0,Cash,In-Store,2023-04-10
TXN_4887189,4887189,Smoothie,3,4.0,12.0,Cash,Takeaway,2023-07-19
TXN_7687146,7687146,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-12-02
TXN_9728414,9728414,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-01-11
TXN_7589318,7589318,Cake,4,3.0,12.0,Cash,In-Store,2023-09-21
TXN_8732269,8732269,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-01-11
TXN_3758250,3758250,Salad,3,5.0,15.0,Cash,In-Store,2023-09-08
